country,secondary_enrollment,tertiary_enrollment,infant_mortality,life_expectancy,gdp_per_capita,gini_index,poverty_1.90_USD,high_tech_exports,rd_researchers,income_top_20_percent,slums,corruption,gov_effectivness,positive_affect,generosity,freedom
Lao PDR,50.9228,17.01053285598755,43.46,66.2511,2005.7808730011748,37.4,12.25,22.33989808718527,NaN,45.25,24.43333307902017,26.75,-0.6427185565233231,0.7256383299827576,0.19241230487823485,0.8963622450828552
Latvia,92.41476875000001,77.4473731994629,4.71,74.28048780487805,14887.867078897116,35.03,0.8,15.412238837874678,1802.1932211111111,42.13,NaN,55.25,0.9239043354988098,0.5695102413495382,-0.10768454772834149,0.6418658031357659
Lebanon,NaN,NaN,7.32,78.7099,7778.396958814618,31.8,0,5.34184092181431,NaN,40,57.0999984741211,28.125,-0.47443951666355133,0.46063713133335116,-0.007586166774854064,0.6180141776800155
Lesotho,39.962401428571425,10.685238565717428,71.51,50.1357,1157.2033443431644,44.9,27.2,0.2953291983449426,15.026074999999999,49.8,54.44999980926515,43.625,-0.5986367464065552,0.7130438089370728,-0.11313123628497124,0.705142080783844
Liberia,16.326235,10.726860046386735,65.27000000000001,61.951800000000006,683.9320487199079,34.25,43.05,NaN,NaN,42.05,68.6500015258789,35.125,-1.3112276196479797,0.6060184921537127,-0.002716563775071076,0.7213424529348101
Lithuania,97.4798575,75.3329399108887,3.94,74.55634146341464,15786.5471050271,35.83,0.95,11.7179231976045,2889.386222222222,42.75,NaN,58.125,0.9430097162723541,0.5441944241523743,-0.23982957303524016,0.6136167585849762
Luxembourg,85.31316375,19.029984065464557,2.3,81.90487804878049,113830.2117058981,32.88,0.13999999999999999,7.674867660366425,4817.0793066666665,40.4,NaN,81.375,1.7038153171539308,0.7164597332477569,0.030215196684002875,0.9045992434024811
Madagascar,30.192652857142857,4.5846266746521,41.95,65.28529999999999,509.87242464313294,42.5,78.5,1.479991839989749,38.437920000000005,49.45,70.57499790191653,26.875,-1.1394761979579926,0.6458493338690864,-0.033725245441827506,0.5362971226374308
Malawi,32.17067625,0.808987998962402,39.38,60.8301,446.383293342249,42.9,71.26666666666667,7.950963374433401,50.3521,49.9,66.92499923706055,32.875,-0.5951196670532226,0.6146270963880751,0.04577694994319851,0.7701737218432956
Malaysia,74.39742625,41.36294517517091,6.959999999999999,75.3484,10539.177636756333,42.1,0.03333333333333333,49.478411077790696,1977.9187457142857,48.199999999999996,NaN,49.625,0.9897338628768921,0.7300390005111694,0.12429494538810104,0.8152797222137451
Maldives,NaN,26.143060366312667,8.790000000000001,77.4817,8672.26070440334,30.3,0,0.08464163467453151,NaN,39.15,31.099999427795403,32.25,-0.3236366555094719,NaN,0.02123395726084709,0.8547592759132385
Mali,31.747725,6.096023321151733,68.06,57.2848,811.5884297756121,36.1,16.3,4.269618221794252,31.035353333333333,43.9,54.10000038146973,31.625,-0.9603475272655487,0.7035249948501587,-0.058259883895516396,0.708292543888092
Malta,88.59995714285715,48.22020416259765,5.75,81.86878048780488,25877.99465493976,29.27,0.13,35.9750103512858,1881.2064111111113,37.989999999999995,NaN,55.875,1.0559214651584625,0.6394024014472961,0.2916542500257492,0.8961181104183197
Mauritania,25.687201428571427,5.152454482184515,55.67999999999999,63.766200000000005,1693.7161003528574,32.6,6,0.007595662735034851,NaN,40.2,77.53333282470703,29,-0.857013151049614,0.7192138969898224,-0.053149168379604816,0.5329830527305603
Mauritius,84.6273725,39.00097122192382,13.09,74.02239024390244,9801.205891748597,37.65,0.4,1.0377881681786743,327.83267,45.400000000000006,NaN,52.875,0.9330610513687134,0.7045975923538208,0.07631914441784222,0.8606655399004618
Mexico,76.02541125,34.16058673858642,14.219999999999999,74.9694,9865.709282706037,47.8,3.5799999999999996,20.80124595876542,291.18658714285715,53.6,14.366666793823233,31.25,0.14314443431794643,0.757822597026825,-0.1341466173529625,0.7967175841331482
Moldova,77.46024444444444,53.98749160766604,13.669999999999998,71.1072,3292.1007394659255,27.810000000000002,0.15,4.932699946206767,743.8744388888889,37.43,61.350000381469755,33.125,-0.5334573179483414,0.5664449393749237,-0.0779571432620287,0.6422771692276001
Mongolia,NaN,62.41982879638671,17.36,68.8344,3905.9856745690536,32.96666666666667,0.4666666666666666,11.99458630941244,NaN,41.1,39.766666412353494,37.25,-0.39881289899349215,0.5430475175380707,0.1210759248584509,0.7046093285083771
Montenegro,89.48804333333334,55.50239410400392,3.66,76.40048780487805,7425.27506224764,38.6,2.642857142857143,8.45156126847822,707.7268628571428,43.699999999999996,27.1000003814697,44,0.148550146818161,0.5174669355154038,-0.11928264200687408,0.5663273006677627
Morocco,57.903624,26.70230655670166,21.15,75.5803,3036.232959019007,39.5,0.9,4.036528860444033,902.6709579999999,47,11.37500023841856,38.75,-0.11174714677035809,0.6125028803944588,-0.21600408520963457,0.7159912784894308
Mozambique,18.315106666666665,6.109306706322564,62.39,56.6136,555.2342270581147,54,63.7,9.482024557759628,40.868135,59.5,78.67499923706055,28,-0.7383991658687592,0.5951002359390258,0.03203890174627304,0.808307683467865
Myanmar,54.753477999999994,15.511046727498401,41.980000000000004,65.4834,1132.6608800184176,34.4,3.0999999999999996,2.2533588079147036,29.07319,42.8,51.23333231608073,24.375,-1.2950193107128143,0.6573166400194168,0.6457088962197304,0.8391859903931618
Namibia,NaN,21.87015037536624,34.230000000000004,61.0921,5341.482942579989,59.1,13.8,1.8904114171309616,149.46625,63.7,39.37499999999997,50.75,0.135417952388525,0.6899867802858353,-0.18121983855962753,0.788174033164978
Nepal,58.253719999999994,13.97938569386801,30.119999999999997,69.2827,908.7548943003188,32.8,15,0.6626896654287284,NaN,41.5,53.174999237060526,29.875,-0.9245368540287018,0.4926207005977631,0.1144096713513136,0.7124306797981262
Netherlands,90.89364666666665,78.45918491908482,3.5200000000000005,81.47804878048781,50542.96023951741,28.21,0.09,24.41097621920591,4472.330076666667,37.32,NaN,82.875,1.833426034450531,0.7493524789810181,0.2710646539926529,0.9090360105037689
New Zealand,95.5284,80.41380855015348,4.61,81.3869268292683,40735.27325460325,NaN,NaN,10.028076897736543,4649.3885025,NaN,NaN,89.5,1.8019904017448425,0.7821008801460266,0.2543529622256756,0.930223947763443
Nicaragua,48.4211,NaN,17.09,73.5034,1892.3684492133434,46.2,3.4,1.6887985938931735,NaN,52.1,43.633333841959676,26.375,-0.8119933903217316,0.772457480430603,0.03181650936603546,0.8224830448627471
Niger,14.851310000000002,2.828288972377779,53.25,60.153999999999996,526.3338145189448,34.36666666666667,45.800000000000004,18.035321186606648,26.46415,42.96666666666667,68.09999847412107,33.75,-0.6938710868358612,0.6837471842765808,-0.030057210195809602,0.7579827964305877
Nigeria,NaN,9.87321472167971,79.47,52.855,2464.207818494392,35.55,41.45,2.934097234185329,NaN,42.825,55.1750011444092,26.625,-1.0601248443126678,0.7242907211184502,0.04063572431914508,0.7098555415868759
North Macedonia,NaN,39.900746481759185,8.75,75.58585365853659,5278.165196268686,36.26666666666667,5.988888888888889,3.651472707014851,704.8223755555556,41.46666666666667,8.30000019073486,39.75,0.037201646436005834,0.5242774963378907,-0.023752850107848646,0.6607512533664703
Norway,95.22063125,78.15224304199218,2.27,82.06341463414635,86805.15205825931,26.82,0.18,21.47944994483573,5834.8824488888895,36,0.00100000004749745,85.375,1.8805912971496581,0.7962701320648193,0.1615809808884348,0.9531921659197126
Oman,92.62209142857144,34.9707219865587,9.72,76.76849999999999,20629.615872357208,NaN,NaN,2.6196080576348577,200.902155,NaN,NaN,47.125,0.2283756822347641,NaN,0.022032273933291435,0.9162930250167847
Pakistan,35.23421857142857,9.540872149997288,62.94,66.38329999999999,1277.1389979784233,29.78,5.54,1.8850822931252094,228.898365,39.739999999999995,43.24999904632568,30.375,-0.7135696828365325,0.4878814578056335,0.11502464059740306,0.5488551616668701
Panama,67.44305666666666,44.99271138509116,14.85,77.6662,12728.765880111247,50.67,2.75,285.72818630330573,64.97994666666666,55.1,23.3333333333333,37.125,0.15996107291430234,0.8257142841815949,-0.06096337691851659,0.8447103798389435
Paraguay,63.178670000000004,34.6302108764648,19.31,73.52029999999999,5451.025440253043,48.519999999999996,2.32,7.992985679816404,135.60979857142857,53.589999999999996,17.3500003814697,27,-0.806259137392044,0.8359647989273071,0.050274240577386484,0.8039465215471056
Peru,80.9285888888889,70.9354248046875,12.59,75.6249,6404.029008418387,43.589999999999996,3.9,4.967889825179988,NaN,48.730000000000004,33.699999491373696,36.625,-0.17765588462352752,0.7556072533130646,-0.11646287404000759,0.7760973095893859
Philippines,65.957725,32.69857660929362,23.369999999999997,70.5476,2912.8982720494832,44.46666666666667,6.3999999999999995,61.30329861312894,125.56802666666665,50.96666666666667,41.400000572204576,35.25,0.06628804198699072,0.7908788979053497,-0.02980621885508299,0.9072570979595185
Poland,91.30564125,70.32610473632812,4.35,77.28536585365853,13764.891716047505,32.02222222222222,0.2888888888888889,9.335397755486188,2185.059472222222,39.77777777777778,0.00999999977648258,60.25,0.6352367401123047,0.650795704126358,-0.11025354393932503,0.8373752713203431
Portugal,93.498998,65.67227668762209,2.98,80.83878048780488,21751.18171933277,35.07,0.43,5.136881506175872,4004.100125555555,42.53,3.59999990463257,62.875,1.120249229669571,0.6528140664100647,-0.1701788067817688,0.8308123826980591
Qatar,93.8946,14.072020053863502,6.69,79.6874,71130.93657021722,NaN,NaN,0.46421389500457266,569.7773466666666,NaN,NaN,65.5,0.8304892420768738,0.6717085540294647,0.09255690841625135,0.9145105481147766
Romania,83.861,51.259243774414074,8.03,74.86512195121952,10003.500238878709,35.769999999999996,4.17,9.88872903113598,892.8487688888889,40.94,13.25,45.375,-0.05473584085702896,0.5785851180553436,-0.14402828142046928,0.7418110489845275
Russian Federation,91.81467666666667,80.20776197645398,6.709999999999999,71.09519512195122,12200.049723429891,38.760000000000005,0.01,11.769800578498291,3006.455138888889,46.14,NaN,28.25,-0.21526500905456486,0.5996827721595764,-0.22000337690114974,0.6827611923217773
Rwanda,30.70399,7.004317998886108,36.05,66.7942,734.1784307849814,45.333333333333336,59.199999999999996,8.742217661522853,14.70453,52.36666666666667,51.474999427795424,53.375,0.06657341122627258,0.7020974093013339,0.013997776433825493,0.8869777189360725
Samoa,83.47074833333333,14.116786638895666,15.919999999999998,72.5784,4044.543626657044,38.7,1.1,1.387695785541951,NaN,46.4,NaN,NA,0.3077631543390453,NA,NA,NA
Sao Tome and Principe,52.69762000000001,9.607524991035463,19.79,69.0903,1605.0432756935054,35.75,30.1,27.246320584554653,NaN,43.7,86.2999979654948,44,NA,NA,NA,NA
Saudi Arabia,92.21308666666665,57.128170394897474,8.17,74.5612,22534.73400068738,NaN,NaN,0.7324877666397523,NaN,NaN,17.100000381469748,48.5,0.13525047623552383,0.6854901850223541,-0.11204268336296082,0.7419607520103455
Senegal,37.66861,10.777697134017938,35.67,66.375,1346.4532733993265,39.2,23.05,1.9300450691957494,466.699845,46.349999999999994,34.149999618530245,43,-0.388915092125535,0.7213638842105865,-0.07052538301795722,0.6952563107013703
Serbia,92.4628911111111,59.04722709655762,5.64,75.25731707317074,6423.19889965735,38.1125,5.2,NaN,1856.7331277777776,43.2875,3.59999990463257,40.375,0.024223466962575914,0.4779433190822601,-0.08786209486424923,0.5765622794628144
Seychelles,77.37752142857143,11.35399429003397,12.48,73.6339024390244,14243.39982746935,39.45,0.85,12.23755847522464,NaN,46.05,NaN,58.285714285714285,0.383655221760273,NA,NA,NA
Sierra Leone,36.503910000000005,NaN,94.42999999999999,52.40220000000001,549.0159089128512,34.85,48.85,0.16333386718899778,NaN,43.3,64.83333206176756,30.5,-1.1964246869087218,0.5619245635138618,0.04362107885794507,0.7052645683288574
Singapore,99.65820500000001,87.1773319244385,2.18,82.56000000000002,57719.48390265081,NaN,NaN,51.03240709304462,6622.879370000001,NaN,NaN,85,2.1949888467788696,0.667207164896859,0.05127176456153393,0.87787393728892
Slovak Republic,84.92769875,51.342614364624026,5.21,76.62317073170732,17851.19260130176,25.72,0.45999999999999996,10.081812990548917,2690.0640366666667,34.56,NaN,49.375,0.7393689453601837,0.6382684469223022,-0.08366518551483751,0.6745889127254486
Slovenia,94.96884,82.14028472900391,2.18,80.68048780487806,23700.771288048658,25.07,0,6.694905763086988,4199.349592222223,34.96,3.70000004768372,59.75,1.054280948638916,0.604268342256546,-0.024036818044260146,0.9093054592609405
Somalia,NaN,NaN,85.1,55.7076,384.8903465195673,36.8,68.6,NaN,NaN,NaN,73.2249984741211,8.75,-2.2229402542114256,0.7418732444445292,0.055149139215548836,0.9196903109550476
South Africa,81.23531,21.00679702758789,29.439999999999998,61.7019,7197.557960290571,63.2,17.45,6.2200032738348625,438.26187375,68.55000000000001,24.47499990463255,43.5,0.3510670781135559,0.7230385899543762,-0.13011188842356206,0.7587782561779022
South Sudan,5.2812149999999995,0.6711849868297575,64.35,56.5458,1408.9655244773369,44.1,76.5,NaN,NaN,NaN,94.76666768391927,13.142857142857142,-2.120936075846354,0.572469174861908,NaN,0.4937051087617874
Spain,92.07793875,85.2366958618164,2.81,82.95439024390245,28922.770926385147,35.43,0.9199999999999999,6.957277182654349,2751.464404444445,41.53,6.65000009536743,59.625,1.0704522252082824,0.6509412288665771,-0.07468323037028313,0.7623513758182525
Sri Lanka,87.352825,18.51419506073,7.83,76.2206,3649.9164486168183,39,1.4,1.0075273977798647,105.65777000000001,46.900000000000006,NaN,37.75,-0.11646050680428743,0.7556129958894517,0.18785577101839912,0.8306114276250204
St. Lucia,80.7938925,15.31759395599365,19.34,75.5224,10026.789145790935,51.2,4.6,7.922095846716781,NaN,55.4,11.666666348775232,62.57142857142857,0.36299971826374533,NA,NA,NA
Sudan,31.4995,16.442493597666417,45.78,64.19,1097.1662950921943,34.2,12.2,0.793399545956326,NaN,42.4,91.1999994913737,13.625,-1.4813501954078674,0.5234056934714317,-0.04292287491261959,0.5081844553351402
Suriname,53.488355000000006,NaN,18.4,71.14489999999999,7972.250742036247,NaN,NaN,12.408977096542197,NaN,NaN,6.3666667938232395,39.75,-0.29729933058843017,0.7301676869392395,-0.08657125383615494,0.8854884505271912
Sweden,95.28849714285715,68.33229293823241,2.35,82.1758536585366,55664.05684364382,28.7,0.45,17.169771429291934,6446.544201111112,37.12,0.00100000004749745,86.875,1.7855404496192933,0.7715863585472107,0.14745071828365325,0.9342311978340149
Switzerland,84.0494025,57.64453887939451,3.7399999999999998,83.13439024390244,85563.7461314503,32.44444444444444,0,22.51805490605788,5063.64979,40.37777777777777,NaN,85.5,1.962780809402466,0.7663930909974235,0.09692890063992568,0.9315938779285976
Syrian Arab Republic,64.10664,35.3501660823822,21.75,70.9464,2430.905953827233,NaN,NaN,1.382927160553763,90.95754,NaN,24.166666984558102,16.75,-1.3625483572483064,0.4356296420097351,0.1430356541648507,0.5094810247421264
Tajikistan,82.86271500000001,25.307570934295637,32.989999999999995,69.9771,909.6572131384095,34,4.1,14.242841770401366,NaN,41.7,26,23.625,-0.976526540517807,0.590031024813652,-0.005725834495387971,0.7796417325735092
Tanzania,25.013090000000002,3.687377146312167,41.29,62.416999999999994,944.1238881061327,39.15,49.5,4.704415477694663,27.611245,46.95,49.00000000000003,33.75,-0.6719088733196259,0.67267608642578125,0.1170453991740942,0.7210852324962616
Thailand,77.835558,50.43828201293943,9.59,75.8152,6209.025389837169,37.17,0.030000000000000006,23.691468561542596,952.7914333333333,44.67,25.075000286102302,36.5,0.2981642007827759,0.7983460664749146,0.376171937584877,0.8849411308765411
Timor-Leste,50.70781777777778,17.7537307739258,43.93,68.3489,1202.8414795007102,28.7,22,NaN,NaN,38.4,33.70000076293945,33.125,-1.0881384432315826,NA,NA,NA
Togo,41.01339,11.834438037872305,51.67,59.5399,695.4964680851297,43.833333333333336,43.4,0.22046831236743367,37.21438,49.699999999999996,52.833333333333336,30.375,-1.1969464302062989,0.5779239152159009,-0.05039280147424766,0.6707465733800616
Trinidad and Tobago,NaN,NaN,17.630000000000003,72.8021,17960.33073697055,NaN,NaN,0.23732009623349803,542.1447499999999,NaN,11.833333651224786,38.875,0.25973311364650725,0.7845518191655477,0.07147987559437752,0.8271579345067342
Tunisia,NaN,34.05074234008789,14.969999999999999,75.846,4113.7616842480475,34.3,1.1,7.321453197554527,1701.52484,41.9,8.06666660308838,41.125,-0.06416600216180086,0.49659048318862914,-0.20128290951251984,0.6032455921173095
Uganda,NaN,4.556550025939941,40.28,60.69690000000001,803.8703788543048,42.166666666666664,39.333333333333336,6.4792610709566745,33.391665,49.199999999999996,52.37499904632568,26.375,-0.5523168802261352,0.6644025564193725,0.07044267598539591,0.7482778847217559
Ukraine,85.076104,81.38206939697265,8.43,71.22217073170734,3178.91791871866,25.19,0,6.2007978847988,1114.2570444444445,35.410000000000004,19,28.125,-0.5515948981046677,0.5342119067907334,-0.09650095410179346,0.563851174712181
United Arab Emirates,89.933825,52.6069793701172,6.590000000000001,77.175,40421.969836360426,29.25,0,4.258488043044545,2247.48364,36.5,NaN,69.375,1.2864070296287538,0.7216458767652512,0.11968571320176125,0.9226935439639621
United Kingdom,95.17493428571429,59.311059188842776,3.95,81.03975609756098,43064.06843244414,33.775,0.21250000000000002,22.9666957920955,4212.0235322222225,41.1375,NaN,78.625,1.5678255200386046,0.735310959815979,0.31224686205387114,0.8550768852233886
United States,90.33449625,88.49043273925781,5.85,78.67024390243903,56144.70470323738,41.04,1.06,20.42262573027597,4140.8735325,46.589999999999996,NaN,73.125,1.515840220451355,0.7611776888370514,0.19086740985512735,0.8308130502700806
Uruguay,79.65526833333332,69.66076660156254,7.68,77.3184,16261.810494891648,40.59,0.13,9.137716686694384,653.2146144444445,46.58,NaN,71.75,0.5394690364599228,0.749149215221405,-0.07505300045013427,0.8826876759529114
Uzbekistan,88.35122625,9.095849037170417,18.490000000000002,70.7603,2186.5771813346078,NaN,NaN,0.907301710416525,512.927001111111,NaN,52.2000007629395,20.25,-0.6717541098594666,0.7168844819068909,0.12849166058003902,0.9600904915067885
"Venezuela, RB",73.95953875000001,NaN,17.56,72.6388,13256.106348312456,NaN,NaN,NaN,274.02069571428575,NaN,37,18,-1.301587700843811,0.7786300003528595,-0.08748811669647694,0.6392275005578995
Vietnam,NaN,26.890217304229726,17.54,75.1001,2041.9651318268766,36.14,2.58,32.20948625272044,688.5889099999999,43.38,22.65000033378605,32.75,-0.09691549430135638,0.5972966121302711,-0.023823819847570524,0.8830914071628025
West Bank and Gaza,83.7504011111111,45.70054817199707,16.669999999999998,73.39359999999999,3281.2040771126362,34.46666666666667,0.4000000000000001,0.5257628577773907,449.30513499999995,42.26666666666667,NaN,NA,-0.5905547648668289,NA,NA,NA
"Yemen, Rep.",43.34963,10.45824003219605,45.769999999999996,65.9798,1323.7842889121334,36.7,18.3,1.9156844992354645,NaN,44.7,61.13333257039386,17.125,-1.5941321015357972,0.446468248963356,-0.13875142335891724,0.6151935994625092
Zambia,NaN,4.142450094223021,46.660000000000004,60.65,1554.187413778769,56.35,62.25,5.296245400310645,NaN,61.2,57.299999237060526,36.875,-0.6054564207792282,0.6811315814654032,0.027141646197479632,0.7808233499526978
Zimbabwe,48.304460000000006,7.749182769230437,43.68,57.720000000000006,1292.8078252117537,45.93333333333334,31.599999999999998,3.3383568887213513,99.5185,50.400000000000006,27.749999999999975,21.625,-1.2610690116882324,0.6670914173126221,-0.1072658471763134,0.6532718777656555
